,DATE,GS1,US,GS1_real_interest
584,2008-09-01,1.91,-0.3011798569782,2.2111798569782
585,2008-10-01,1.42,-0.6210160698634992,2.041016069863499
586,2008-11-01,1.07,-0.5569559717532568,1.626955971753257
587,2008-12-01,0.49,-0.337796119623235,0.8277961196232351
588,2009-01-01,0.44,-0.1214742746847047,0.5614742746847047
589,2009-02-01,0.62,0.0374541161575859,0.5825458838424141
590,2009-03-01,0.64,0.2622470913126971,0.37775290868730294
591,2009-04-01,0.55,0.5100248338847649,0.039975166115235106
592,2009-05-01,0.5,0.7852266574724792,-0.2852266574724792
593,2009-06-01,0.51,0.991903742183774,-0.48190374218377396
594,2009-07-01,0.48,1.2695999198485666,-0.7895999198485666
595,2009-08-01,0.46,1.4889710176652171,-1.0289710176652171
596,2009-09-01,0.4,1.69146173639872,-1.2914617363987202
597,2009-10-01,0.37,1.804381393316474,-1.4343813933164742
598,2009-11-01,0.31,1.7464534801864742,-1.4364534801864741
599,2009-12-01,0.37,1.644319513612179,-1.2743195136121792
600,2010-01-01,0.35,1.561497698153106,-1.211497698153106
601,2010-02-01,0.35,1.5585187690291724,-1.2085187690291725
602,2010-03-01,0.4,1.589155753803916,-1.1891557538039161
603,2010-04-01,0.45,1.6664210591062802,-1.2164210591062803
604,2010-05-01,0.37,1.7953927008179982,-1.4253927008179983
605,2010-06-01,0.32,2.004182640767721,-1.6841826407677207
606,2010-07-01,0.29,2.2036429077610227,-1.9136429077610226
607,2010-08-01,0.26,2.422234875867737,-2.162234875867737
608,2010-09-01,0.26,2.649291057774489,-2.3892910577744892
609,2010-10-01,0.23,2.845375417427027,-2.615375417427027
610,2010-11-01,0.25,3.032976807362908,-2.782976807362908
611,2010-12-01,0.29,3.1552014171593057,-2.8652014171593057
612,2011-01-01,0.27,3.2629822383844806,-2.9929822383844806
613,2011-02-01,0.29,3.326608417699484,-3.036608417699484
